text,label_int
"This movie was astonishing. It is beyond atrocious. I often get together with a group of friends and go to the movie store to find awful movies to watch for their comedic value. My friend suggested this one, but as we watched it, people began to leave. I really wanted to finish it, just so that I could say that I had, but I was unable to. It's that bad. Horrible running gags, lame acting. The main characters are an annoying dinosaur klutz and Whoopi Goldberg. I would rather watch Costener's The Postman twelve times in a row than see a fraction of this movie again. I think they try to deal with some dinosaur discrimination issues, but the part of the movie that really stands out is the dinosaur constantly knocking things over with his tail, and then guffawing about it. It hurts. Watch it if you're an aspiring masochist, otherwise, leave this one alone.",0
"I am very open minded. I watch all kinds of programs to the end...good or bad...just to give them a chance and learn from the good aspects and bad ones. This show had potential to be good. But my god, what were the writers, casting director, and director thinking? The cast of actors are terrible...with the slightest exception of Meryl (Mimi Rogers), and Darcy (Joy Osmanski) being given occasional good lines with the best execution of the lot.<br /><br />The rest of the cast kill the show. It is the same story line in every episode. Sam has plans to do something. His boss disrupts these plans by assigning him ridiculous work projects. Then the foolish ways Sam tries to accommodate both in a manner that is primarily stupid and lacks any real intelligent humor. This is EVERY episode. It gets very tiring.<br /><br />Season 2, they ditch the eye candy. The 2 ""hot"" girls in the show get written out (yet the brother stays? explain that casting cut to me please). I can see why they wrote them out...they had no substantial role...but they didn't add anyone better to replace them.<br /><br />The cocky Derek Tricolli character is given a continuous appearance in season 2. His acting (along with everyone else's) resembles many poor sitcoms from the 80's...might have been funny then...but painful now.<br /><br />the show could have been so much better with a few good writers and some people who had any talent to execute them. This show lacks everything. Production quality is the only good aspect of the show. It is great in that regard...unfortunately the content is painfully sad.<br /><br />My god. FOX, was there really nothing better to choose from? I'm sticking with shows like ""It's always Sunny in Philadelphia"" or ""30 Rock"" for now. The bar should be set by programs like these that actually assume the audience are intelligent and aren't continually drooling on themselves using all their brain power on continuing to breathe.",0
"This film is mediocre at best. Angie Harmon is as funny as a bag of hammers. Her bitchy demeanor from ""Law and Order"" carries over in a failed attempt at comedy. Charlie Sheen is the only one to come out unscathed in this horrible anti-comedy. The only positive thing to come out of this mess is Charlie and Denise's marriage. Hopefully that effort produces better results.",0
"A unique blend of musical, film-noir and comedy - with a few sex scenes thrown in for good measure. The only other film I can think of with a fairly similarly wild and madcap mixture of themes and clichés is the French movie Billy Ze Kick - but that has a more surreal and quirky approach.<br /><br />Not that this film would not be surreal or quirky. The humour is at times quite subtle, at other times blatantly in your face - and often crossing the border to offensiveness. To give an example: in the post-coital chit-chat with a prostitute our hero Max Müller encourages her to reveal who was responsible for a recent murder, using the words ""Schiess los!"". Literally, this phrase means ""Shoot!"" in German, and that is exactly what a hidden assassin does in response. In other words - this beautiful lady was sacrificed for a pun.<br /><br />Müllers Büro is also one of the very rare examples of films with funny sex scenes. Larry's romance is accompanied by the song ""Ich will mehr"" (I want more) - while the song perfectly underpins the action, the meaning of its words changes a couple of times, hinting at the end at Larry's inability of providing any further service. The film's main love scene between Max Müller and Bettina Kant lacks such subtlety - this is jaw-dropping stuff, especially when Bettina's singing slowly transgresses into moaning, of course all in the rhythm of the music.<br /><br />Unmissable, unless you are one of the easily offended.",1
"This (allegedly) based-on-a-true story TV movie concerns a woman on the run from the FBI and a *seriously* stupid guy.<br /><br />First, we have Roger Paulson (Tim Matheson), a ""regular guy"" type with a mind-numbing job, an ex-wife, a kid he hardly ever gets to see and some cats.<br /><br />Next, there is ""Elaine-Lisa-you name it"" (Tracy Pollan), a smart, sexy, good looking woman whose tongue would burst into flame if she ever told the truth.<br /><br />Roger and Lisa meet when she answers a lonely-hearts ad. Roger is one of these poor saps who can't seem to handle living alone, so after his wife dumped him, he places his ad.<br /><br />It doesn't take long for Roger to figure out that Lisa is *not* a good person, but he has no idea how to get rid of her. He doesn't even have enough sense to change the locks on his apartment door after he throws her out.<br /><br />Go ahead and watch this if you don't have anything else to do.<br /><br />",0
"Trio's vignettes were insightful and quite enjoyable. It was curious seeing so many soon to be famous actors when they were very young. The performances and attention to detail were wonderful to watch.<br /><br />Observation. In film it isn't necessary that source material be in alignment with the contemporary era to be interesting or worthwhile. ""Small morality"" storytelling is quaint (or coy) only in the eye of the beholder--thankfully. Story content--well told--can overcome it's time, subject or place.<br /><br />Ironically, there are quite a few contemporary films today that have not overcome the conventions or cutting edge mores of the present era. Inserting ""small morality"" content--occasionally--might provide a dimension lacking.",1
"River Queen attempts to pack a complicated, sweeping, historical narrative into just under two hours. There are some breathtaking battle scenes and the Wanganui scenery is beautifully captured. However, the film did suffer from some poor leads - Samantha Morton (Sarah) especially came across as unconvincing. There seemed to be an indecisiveness about how the role should be played - as a helpless waif tossed by fate or as a strong, determined character with a clear view of her destiny. Kiefer Sutherland's character - Private Doyle - seemed to be pointless and for the most part - unintelligible. Keifer's Irish brogue needs a little polishing. On the other hand, Cliff Curtis, Temuera Morrison and Rawiri Pene (as Sarah's son ""Boy"") were well rounded and believable.<br /><br />The last 20 minutes of River Queen came across as particularly compressed and rushed. It seemed as if they decided they had to tie up all the loose ends before 120 minutes were up. E.g. How on earth did Wiremu know how to find Sarah and Doyle? No explanation and very unsatisfying.<br /><br />I did go to this movie with an open mind. I hadn't read or heard anything much apart from its troubled production. What I experienced was a mish mash of New Zealand history, beautifully photographed but ultimately disappointing.",0
"The whole town of Blackstone is afraid, because they lynched Bret Dixon's brother - and he is coming back for revenge! At least that's what they think.<br /><br />A great Johnny Hallyday and a very interesting, early Mario Adorf star in this Italo-Western, obviously filmed in the Alps.<br /><br />Bret Dixon is coming back to Blackstone to investigate why his brother was lynched. He is a loner and gunslinger par excellance, everybody is afraid of him - the Mexican bandits (fighting the Gringos that took their land!) as well as the ""decent"" citizens that lynched Bret's brother. They lynched him, because they thought he stole their money instead of bringing it to Dallas to the safety of the bank there. But this is is only half the truth, as we find out in the course of this psychologically interesting western.<br /><br />But beware, it's kind of a depressing movie as everybody turns out to be guilty somehow and definitely everybody is bad to the bone...<br /><br />Still, I enjoyed it very much and gave it an 8/10. Strange, that only less than 5 people voted for this movie as of January 12th 2002....",1
"... a recommendation! Gloria Grahame runs the kind of orphanage where discipline is imparted with a meat cleaver, orphans are hung on meat hooks to punish them and the bodies are kept in the deep freeze so that they can be brought out for when social services call. That the orphanage is strapped for cash we know because Gloria puts all the orphans to work, and also because there don't seem to be enough clothes to go round - especially for the older nubile female orphans (age range appears to be 12 - 30 ish). The new arrival, however, turns out to be more than a match for Gloria - and has indeed just taken out her own mother & mother's lover (in a witty claw hammer and arson opening scene). Predictably, Gloria ends up on a meat hook herself. This one was made for about tuppence but was/is a HUGE HUGE HUGE hit on the grindhouse circuit. My DVD cover promised ""disturbing and politically incorrect scenes"", and it sure wasn't lying. I believe it is regarded as the Citizen Kane of orphanage set torture porn movies. 4/10",0
"I put this second version of ""The Man Who Knew Too Much"" to my Top 10 Hitchcock movies. Together with ""Frenzy"", it's probably the most argued film among the fans of Hitchcock. I consider it far better than, say, ""Rebecca"", which has gained unreasonably much appreciation.<br /><br />The film contains many ingenious scenes (most of them have been mentioned in other reviews), but that's something to be expected from Hitchcock. It takes almost half an hour until things really start to happen, but that time is used for preparing the following happenings, which are full of intriguing suspense.<br /><br />If you can ignore the clumsy rear projections, the only weakness of this film is the main villain, played by Bernard Miles, who is a rather flat and undeveloped character. Luckily, there is a creepy assassin in the form of Reggie Nalder. And Hank, the little boy, isn't as irritating as most kids in old movies.",1
"""Roman Troy Moronie"" is my comment on the movie. What else is there to say?<br /><br />This character really brings out the moron in Moronie. A tough gangster with an inability to pronounce profane words, well, it seems that it would have been frustrating to be tough and yet not be able to express oneself intelligently. <br /><br />Roman Moronie will go down in the annals of movie history as one of the greatest of all morons.<br /><br />There is of course great comedy among the other characters. Michael Keaton is F.A.H. and so is Joe Piscipo.<br /><br />I just like the fact that Moronie kept the movie from an ""R"" rating because he could not pronounce profanity.",1
"This Harold Lloyd short wasn't really much; not one of his funnier efforts. Of course, I never see bratty kids as anything hilarious. That's what the bulk of this story is, Harold and his wife, Mildred Davis, babysitting his in-laws two young kids. One is a baby who is constantly crying and the other is a four-year-old terror who does everything but demolish the house. Letting the kid create havoc over and over was not entertaining to me.<br /><br />The best part was the last four or five minutes when the couple thinks that this big goon (Noah Young) is burglarizing their house. Half the time it's the pet cat scaring the couple, but overall, that segment is fun with some good sight gags, reminding me of another Lloyd short, ""Haunted Spooks.""<br /><br />However, the good ending doesn't save the whole picture, which I probably wouldn't watch again. Lloyd has done too many other good things to waste even 25 minutes on this one again. It just isn't that funny.",0
"Quite liked Flesh and looking forward to Heat but couldn't help but feel Morrissey grossly exploited most of the ""performers"" featured here. Stumbling around naked in a narcotic stupor seems to be all Dallesandro was capable of in this feature--a huge and heartbreaking contrast from Flesh. His semi-erection in a few scenes is the only indication that he might be acting; mostly it looks like something he did to buy drugs. Woodlawn is a revelation all right--she is the embodiment of the Lower East Side. But hers is a one woman show--she rarely engages the other performers though, it has to be said, her sex scene with a beer bottle definitely leaves Halle Berry in the shade when it comes to cinematic displays of raw passion. When she pounces on a young, would-be lover it is with the ferocity of a vampire. Two of the female performers, Andrea and Jane, have such annoying voices you'll have to mute the sound to get through their scenes. The fact that several of these performers committed suicide or were murdered a few years after only adds to the air of exploitation. But they were probably desperate to get in front of Morrissey's camera anyway. There probably isn't a worse way to spend a Saturday night but at least it brings a specific time and place vividly to life.",0
"Why on earth does five US keep repeating this one? the title actually says it all: the plot is as clear as a book read in a language you never heard of and that resembles to nothing.<br /><br />You'll see ninety minutes of changing locations, most of them will be blown up later on in the movie. Right in the beginning you see a nice little farm typical for the Berry, which is in the movie moved close to Paris but then it does not survive the ""transport"" to the Isle de France very well: it explodes 1 minute later. there are also two gangster who have no tongues, as if that would make sense in the world of SMS and internet, let alone pencil and paper.<br /><br />It just goes on like that, nothing makes sense in this story. my only credit goes to the cameraman, the camera is excellent.",0
"The Revolt of the Zombies is not the worst movie I've ever seen, but it is pretty far down on the list. When an expedition is sent to Cambodia to discover the trick to making zombies after World War I, one of the members decides to use the knowledge for his own evil ambitions. And he succeeds, at least at first. A love triangle complicates the story some.<br /><br />This really was a tedious movie, with horrible acting that made it difficult to tell who were zombies and who weren't. The dialog was little better and the plot was unbelievable (not the zombie part of it but parts related to the ""romance""). And while I am not any student or expert on cinematography, the camera work didn't seem to help the film much either.<br /><br />While I have seen a few movies that are worse, this is unlikely to please anyone. It's bad, and NOT in a so-bad-that-it-is-good kind of way.",0
"This movie took the Jerry Springer approach to super-human power. ""Wilder Napalm"" is the kind of theme-based movie that I love, addressing the idea that prodigies in America are defined either by their gifts or by attempts to hide them. At the same time, the movie points out that every prodigy is only human, and no more to be feared or worshipped than any other human being. This was a great comedy, fun and human with that slight satiric edge.",1
"Peter Segal's 1995 commercial hit & now cult-classic 'Tommy Boy' is a hilarious film, an evergreen entertainer. Chris Farley is a talent which we'll never ever forget!!! <br /><br />'Tommy Boy' is a simple story, told in the funniest & zany way possible. Farley & Spade take a journey which is filled with unstoppable laughter, even the Rob Lowe portion is damn funny. As a kid, I remember watching 'Tommy Boy' again and again and again. It's been of my childhood favorites, and it will always remain to be. Even today when it comes on T.V. I stick to it as a die-hard fan. I am quite possessive about this film. <br /><br />Segal's direction is super. Chris Farley might have died in 1997, but remains alive for me, at least. What an actor! Watch his work in 'Tommy Boy', he's so much at ease. He delivered fantastic performances later on in films like 'Berverly Hills Ninja' & 'Almost Heroes', but his work in here remains as his best to date! Love you, Farley! Spade, on the other hand, is as good as ever. He's an excellent actor in all respects! <br /><br />'Tommy Boy' rules.... 100 thumbs up from this writer!",1
"This film is an insult to the play upon which it is based. The character of Claude has been warped beyond recognition leaving a painful performance that does not even vaguely resemble the original plot. Shame, shame, shame. They have also cut a fair number of the original score of change the context in which the songs are sung. This warps the air of the film and causes the viewer who is aware of how this should be to wince as the writer of this screen play gives Hud a wife,turns Sheila into a spoiled rich girl, characterizes Claude as a cowboy, and kills Burger by sending him to Vietnam instead. If one is not familiar with the original plot I assure you this is not a bad film for you to see, but if you ever wish to see the original or are, as I am, a die-hard fan of the classic play, you would do best to avoid the film altogether. One really must stick to one or the other.",0
"I have just recently been through a stage where I wanted to see why it is that horror films of the 90's can't hold a candle to 70's and 80's horror films. I have been very public in this forum about the vileness of films like The Haunting and Urban Legend and such. I feel that they (and others like them) don't know what true horror is. And it bothered me to the point where it made me go to my local video store and rent some of the classic horror films. I already own all the Friday's so I rented The Texas Chainsaw Massacre, the original Nightmare On Elm Street, Jaws, The Exorcist, Angel Heart, The Exorcist and Halloween. Now the other films are classics in their own right but it is here that I want to tell you about Halloween. Because what Halloween does is perhaps something no other film in the history of horror film can do, and that is it uses subtle techniques, techniques that don't rely on blood and gore, and it uses these to scare the living daylights out of you. I was in a room by myself with the lights off and as silly as I knew it was, I wanted to look behind me to see if Michael Myers was there. No movie that I have seen in the last ten years has done that to me. No movie.<br /><br />John Carpenter took a low budget film and he scared a generation of movie goers. He showed that you don't need budgets in the 8 or 9 figures to evoke fear on an audience. Because sometimes the best element of fear is not what actually happens, but what is about to happen. What was that shadow? What was that noise upstairs? He knows that these are the ways to scare someone and he uses every element of textbook horror that I think you can use. I even think he made up some of his own ideas and these should be ideas that people use today. But they don't. No one uses lighting and detail to provoke scares, they use special effects and rivers of blood. And it is just not the same. You can't be scared by a giant special effect that makes loud noises and jumps out of a wall. It's the moments when the killer is lurking, somewhere, you just don't know where, that scare you. And Halloween succeeds like no other film in this endeavor.<br /><br />In 1963 a young Micael Myers kills his sister with a large butcher knife and then spends the next 15 years of his life, silently locked up in an institute. As Loomis ( his doctor) says to Sheriff Brackett, "" I spent eight years trying to reach him and then another seven making sure that he never gets out, because what I saw behind those eyes was pure e-vil. "" That sets up the manic and relentless idea of a killer that will stop at nothing to get what he wants. And all he wants here is to kill Laurie. No one know why he wants to kill her, but he does.( Halloween II continues the story quite well )<br /><br />What Carpenter has done here is taken a haunting score, mendacious lighting techniques and wrote and directed a tightly paced masterpiece of horror. There is one scene that has to be described. And that is the scene where Annie is on her way to pick up Paul. She goes to the car and tries to open it. Only then does she realize that she has left her keys in the house. She gets them, comes back out and inadvertently opens the car door without using the keys. The audience picks up on this but she doesn't. She is too busy thinking about Paul. When she sits down, she notices that the windows are fogged up. She is puzzled and starts to wipe away the mist, and then Myers strikes, from the back seat. This is such a great scene because it pays attention to detail. We know what is happening and Annie doesn't. But it's astute observations that Carpenter made that scared the hell out of movie goers in 1978 and beyond. <br /><br />Halloween uses blurry images of a killer standing in the background, it has shadows ominously gliding across a wall, dark rooms, creepy and haunting music, a sinister story told hauntingly by Donald Pleasance and a menacing, relentless killer. My advice to film makers in our day and age is to study Halloween. It should be the blue print for what scary movies are all about. After all, Carpenter followed in Hitchcock's steps, maybe director's should follow in his.<br /><br />Halloween personifies everything that scares us. If you are tired of all the mindless horror films that don't know the difference between evil and cuteness, then Halloween is a film that should be seen. It won't let you down. I enjoy being scared, I don't know why, but I do. But nothing has scared me in the 90's, except maybe one film ( Wes Craven's final Nightmare ). If you enjoy beings scared, then Halloween is one that you should see. And if you have already seen it a hundred times, go and watch it again, back to back with a film like Urban Legend. Urban Legend will have you enticed at all the pretty faces in the movie. Halloween will have you frozen with fear, stuck in your seat, not wanting to move. Now tell me, what horror film would you rather watch?<br /><br />And just to follow up after seeing Zombie's version, it makes you appreciate this that much more. This is a classic by definition. Zombie bastardized his version, but it doesn't take away from the brilliance of this one.",1
"Lots of flames, thousands of extras in battle scenes, lots of beautiful sets. I don't think the plot supported such a vast expenditure. The story could have been told far more effectively and have been more valid, psychologically if there weren't so much macho bombast in the production. Chinese movies tend to be this way, in my experience. and I think this detracts from the film.",0
"I'm a collector of films starring Ms. Weaver, so I bought this only because of her being in it. I find it really odd that her early career is filled with so many awful movies. She started with incredible promise in Alien but then had a slew of bombs. These bombs include this movie, Deal of the Century, One Woman or Two, and Half Moon Street. She also appeared in The Year Of Living Dangerously, which was not a bomb, but her performance was less than notable. In the time between Alien and it's 1986 sequel, Aliens, the only movie she did that was worth anything was Ghostbusters. before the release of Aliens, I'm sure everyone thought this woman was on her way out. Luckily she wasn't.<br /><br />Back to Eyewitness though, the film is boring. It doesn't create any suspense. William Hurt seems like a cardboard stand in, and the atmosphere is just to dry. Sigourney is decent but nothing worth remembering.<br /><br />Watch this movie if you must but don't go in with any expectations of a decent movie. Watch better movies with these two stars like Accidental Tourist and Working Girl.",0
"This 1-hour 30-minute inside joke is best understood by Catholics, the number one religion of self-medicating comedians the world over. That isn't to say it can't stand on its own which it does, that the film isn't without its flaws, which its got. Technical issues, mostly: Belief that in 1998 digital was the answer when in fact it was in its infancy - a Beta of a Beta if you will, and re-mastering will never improve it. For the love of God, Hal...please get yourself a Red One. Or three.<br /><br />If you like Hartley films of course, you'll like it. I liked it, because I liked Grim/Fool, and there were added benefits of retrospect: I couldn't help noticing a disturbing self-prophecy, an airliner soaring overhead, used as a harbinger of Armageddon in this 1998 movie. It was as if Cheney had gotten the whole idea from Hal. It's true - Hartley moves his players round into the camera like it's the House of Commons, just one piece of the gimmickry that needs a rest. After all, we're already paying attention to the actors, and the writing is alive. Not great writing, but...fervent. Can I use the word fervent? Purposeful, intelligent, not condescending.<br /><br />Absolutely love PJ Harvey in this, course I'd love her anywhere. Oddly, if Helen Mirren needs a younger self, she should look Harvey up and bring a bottle of blond.",1
"After World War II the ungoing crime in Phenix City, Alabama, encouraged by the money from an Army base just across the river in Georgia, got even worse. Gambling, prostitution, loan sharking, and the like helped an organized crime apparatus in the city. Soon it was too bad and violent to even tolerate anymore. This movie is based on the real story of that fight.<br /><br />By the standards of the 1950's it was shockingly explicit. Although low-budget, that same small budget helped with the realism requiring location shooting. A very gritty film. Richard Kiley was marvelous as always, and John McIntire stolid.<br /><br />Why this good movie isn't on video is a real puzzle!",1
"So then... this is what passes as high art for the likes of SXSW Film Festival and Sundance, eh? Well, I suppose I can relate as long as story, script, dialog, acting (save for Ms. Aselton), cinematography and editing are completely irrelevant.<br /><br />I remember telling other film-making friends some years ago that the biggest problem with digital video was that we were now going to have to wade through a future sea of crap to get to anything worth watching now that anyone and his brother (or brothers in the case of the Duplass') could run out and make a movie. ""The Puffy Chair."" Need I say more?<br /><br />This feature length video is yet another chapter in the dismal, ever-expanding world of ""dudeology"" movies; young guns armed with a DVX100A, a few thousand dollars, a hastily written, shallow script, and some friends they call actors who decide one afternoon to make a movie and voilà!, instant feature video-makers. Don't get me wrong -- I'm all about independent cinema (i.e. Hollywierd sucks). But having said that, you can't argue with some of the realities of that system. <br /><br />If the Duplass Brothers would've had to have gone out and raised a real budget and bring on real producers, its clear a script like this would never have been green-lighted! And therein lies the problem. There is no longer such a thing as a vetting process for getting films (sorry... videos) ready for production. Just grab a DV/P2 camera and off you go! And what makes it worse is that high-profile festivals like the aforementioned actually embrace and encourage this kind of nonsense. And why? Precisely because its no-budget. <br /><br />I think its important, especially in todays climate of indie films, to quit allowing video-makers to high-jack the language by labeling themselves, ""filmmakers."" There is quite a difference in my book. When you have to go out and actually put your script on the line, asking friends and family or business people for real money to make a feature ""film"", knowing the potentially losses at stake, then you will know what it means to be a ""filmmaker."" But dropping a few hundred at Sam's Club for some DV tapes, some soda and chips doesn't cut it. <br /><br />Oh... and by the way... I have to mention how utterly annoying it was to listen to a female being addressed as ""dude"" throughout the entire movie. Even Mark Borchardt reserves that intensely-overused moniker for his male friends only where it is at least endearing where his buddy Mike is concerned!<br /><br />I think its high time the indie film community started to call out these shoddy, no-budget videos for what they are, and simultaneously scold prestigious festivals for giving such casual efforts, high praise. Either that or ask these festivals to at least have the courtesy to add a new category to their festival line ups... ""Dude Films.""",0
"I watched this movie by chance, get curious by the trailer on TV. I like when I discover movies like this, little, tender stories about ordinary people. Even if the end is tragic, ""The Man in the Moon"" has some funny moments, especially in the first characterization of Dani, with her innocent and pure love affair with Court. It's really a beautiful, moving love story with 3 high points: the performance of Reese Witherspoon, who maintained her promises in the world of cinema, the beautiful cinematography by the ""Old Lion"" Freddie Francis and the fantastic score by James Newton Howard, which is really the soul of the movie. His themes (which deserved an Oscar nomination) are so intimate and lyric that it seems they had transformed the screenplay in music.",1
"I haven't seen this funny of a show on fox in a long time, and the wait was worth it. The kids in the show have something that i can relate to on every episode, and even my dad will sit down and watch it. It is a show not for all ages that doesn't dumb down for kids. It is like still standing but to the next level. The stuff that everyone says is stuff that everyone says and actions that everyone does. It says stuff that we all think, but in a well rounded way of presentation. The first time i saw the show i could not believe that it was on fox, and that it was allowed to stay on the air after a few episodes, from Hilary's boyfriend choices to Kenny's boyfriend choices, it is well worth the watch.",1
"Apparently none of the previous reviewers,most of whom praise the film for its accuracy, have actually read a biography of Louis Pasteur.The most glaring inaccuracy is in the relationship between Pasteur and Napoleon III.Back in the 1930's the latter was invariably shown in a bad light.While far from an admirable character-he was an inept politician and a self-appointed ""military genius"" who allowed France to be dragged into a disastrous war,he was not the stupid reactionary depicted here. He had an intelligent interest in science,and like many other people in the 19th century saw a bright future because of the improvements it would bring.Far from exiling Pasteur, he was his PATRON,building him a laboratory and providing him with all the resources that he needed for his research.While the lab was under construction, Pasteur became gravely ill.A bureaucrat, deciding it was a waste of money to build a laboratory for someone who would soon be dead, ordered work halted on his own authority.When the emperor heard about this, his outrage shook the bureaucracy so that there was a flurry of buck-passing, and work promptly resumed.The Emperor personally visited Pasteur to comfort him and reassure him that he would get his lab.The emperor would often bring members of his court to admire Pasteur's projects,and it was obvious to everyone that Pasteur was one of the emperor's favorites.Pasteur's main worry concerning the Emperor was that Napoleon thought Pasteur was virtually a miracle worker who could do almost anything, and was constantly assigning him tasks outside of his previous experience.Pasteur, a very modest man, was always protesting this, but Napoleon would say that he had complete faith in him,and Pasteur despite his misgivings, always came through.They always had a close and friendly relationship,and after the Emperor was overthrown, Pasteur refused to say a bad word about him,grateful to the end of his life.<br /><br />The part about his daughter having the baby, and Pasteur sacrificing his principles to get a doctor, never happened.The part about the anthrax and rabies, for which he was famous, is generally correct, but the notion that the anthrax experiment raised him from obscurity to fame is false.He was famous and respected at the time this happened.This movie is OK from a dramatic standpoint,but very distorted as biography.",0
